SKU ID,SKU Name,Week Start Date,Week Number,Month,Year,Actual Demand Units,Actual Sales Units,Lost Sales Units,Stockout,Is Promotion Week,Revenue CAD,Lost Revenue CAD,Gross Profit CAD,4 Week Moving Average,Unit Price CAD,Unit Cost CAD
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-04-15,16,2024-04,2024,1446,1446,0,No,No,7215.54,0.0,4540.44,1494,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-04-22,17,2024-04,2024,1498,1498,0,No,No,7475.02,0.0,4703.72,1483,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-04-29,18,2024-04,2024,1177,1177,0,No,No,5873.23,0.0,3695.78,1430,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-05-06,19,2024-05,2024,2242,197,2045,Yes,Yes,983.03,10204.55,618.58,1590,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-05-13,20,2024-05,2024,1369,313,1056,Yes,No,1561.87,5269.44,982.82,1571,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-05-20,21,2024-05,2024,1429,1429,0,No,No,7130.71,0.0,4487.06,1554,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-05-27,22,2024-05,2024,1413,1413,0,No,No,7050.87,0.0,4436.82,1613,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-06-03,23,2024-06,2024,1039,1039,0,No,No,5184.61,0.0,3262.46,1312,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-06-10,24,2024-06,2024,1322,1322,0,No,No,6596.78,0.0,4151.08,1300,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-06-17,25,2024-06,2024,1280,1280,0,No,No,6387.2,0.0,4019.2,1263,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-06-24,26,2024-06,2024,1597,1597,0,No,No,7969.03,0.0,5014.58,1309,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-07-01,27,2024-07,2024,1509,1509,0,No,No,7529.91,0.0,4738.26,1427,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-07-08,28,2024-07,2024,1570,1570,0,No,No,7834.3,0.0,4929.8,1489,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-07-15,29,2024-07,2024,1174,1174,0,No,No,5858.26,0.0,3686.36,1462,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-07-22,30,2024-07,2024,1326,1326,0,No,No,6616.74,0.0,4163.64,1394,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-07-29,31,2024-07,2024,1299,1299,0,No,No,6482.01,0.0,4078.86,1342,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-08-05,32,2024-08,2024,1479,1479,0,No,No,7380.21,0.0,4644.06,1319,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-08-12,33,2024-08,2024,1908,58,1850,Yes,Yes,289.42,9231.5,182.12,1503,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-08-19,34,2024-08,2024,1451,445,1006,Yes,No,2220.55,5019.94,1397.3,1534,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-08-26,35,2024-08,2024,1179,1179,0,No,No,5883.21,0.0,3702.06,1504,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-09-02,36,2024-09,2024,1106,1106,0,No,No,5518.94,0.0,3472.84,1411,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-09-09,37,2024-09,2024,1275,1275,0,No,No,6362.25,0.0,4003.5,1252,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-09-16,38,2024-09,2024,1359,1359,0,No,No,6781.41,0.0,4267.26,1229,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-09-23,39,2024-09,2024,1199,1199,0,No,No,5983.01,0.0,3764.86,1234,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-09-30,40,2024-09,2024,1288,1288,0,No,No,6427.12,0.0,4044.32,1280,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-10-07,41,2024-10,2024,1208,1208,0,No,No,6027.92,0.0,3793.12,1263,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-10-14,42,2024-10,2024,1088,1088,0,No,No,5429.12,0.0,3416.32,1195,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-10-21,43,2024-10,2024,1025,1025,0,No,No,5114.75,0.0,3218.5,1152,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-10-28,44,2024-10,2024,972,972,0,No,No,4850.28,0.0,3052.08,1073,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-11-04,45,2024-11,2024,1000,1000,0,No,No,4990.0,0.0,3140.0,1021,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-11-11,46,2024-11,2024,1350,338,1012,Yes,Yes,1686.62,5049.88,1061.32,1086,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-11-18,47,2024-11,2024,1038,1038,0,No,No,5179.62,0.0,3259.32,1090,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-11-25,48,2024-11,2024,949,949,0,No,No,4735.51,0.0,2979.86,1084,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-12-02,49,2024-12,2024,972,972,0,No,No,4850.28,0.0,3052.08,1077,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-12-09,50,2024-12,2024,1076,1076,0,No,No,5369.24,0.0,3378.64,1008,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-12-16,51,2024-12,2024,1106,1106,0,No,No,5518.94,0.0,3472.84,1025,4.99,1.85
NS-BAR-002,NorthSnack Granola Bar 6-pack,2024-12-23,52,2024-12,2024,1160,1160,0,No,No,5788.4,0.0,3642.4,1078,4.99,1.85
NS-MIX-003,NorthSnack Trail Mix 300g,2023-01-02,1,2023-01,2023,1303,1303,0,No,No,7804.97,0.0,5068.67,1303,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-01-09,2,2023-01,2023,1078,1078,0,No,No,6457.22,0.0,4193.42,1190,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-01-16,3,2023-01,2023,1086,1086,0,No,No,6505.14,0.0,4224.54,1155,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-01-23,4,2023-01,2023,1184,1184,0,No,No,7092.16,0.0,4605.76,1162,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-01-30,5,2023-01,2023,1139,1139,0,No,No,6822.61,0.0,4430.71,1121,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-02-06,6,2023-02,2023,1347,1347,0,No,No,8068.53,0.0,5239.83,1189,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-02-13,7,2023-02,2023,894,894,0,No,No,5355.06,0.0,3477.66,1141,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-02-20,8,2023-02,2023,1036,1036,0,No,No,6205.64,0.0,4030.04,1104,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-02-27,9,2023-02,2023,969,969,0,No,No,5804.31,0.0,3769.41,1061,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-03-06,10,2023-03,2023,1000,1000,0,No,No,5990.0,0.0,3890.0,974,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-03-13,11,2023-03,2023,983,983,0,No,No,5888.17,0.0,3823.87,997,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-03-20,12,2023-03,2023,1332,387,945,Yes,Yes,2318.13,5660.55,1505.43,1071,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-03-27,13,2023-03,2023,723,112,611,Yes,No,670.88,3659.89,435.68,1009,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-04-03,14,2023-04,2023,792,792,0,No,No,4744.08,0.0,3080.88,957,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-04-10,15,2023-04,2023,878,878,0,No,No,5259.22,0.0,3415.42,931,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-04-17,16,2023-04,2023,657,657,0,No,No,3935.43,0.0,2555.73,762,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-04-24,17,2023-04,2023,679,679,0,No,No,4067.21,0.0,2641.31,751,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-05-01,18,2023-05,2023,592,592,0,No,No,3546.08,0.0,2302.88,701,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-05-08,19,2023-05,2023,619,619,0,No,No,3707.81,0.0,2407.91,636,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-05-15,20,2023-05,2023,664,664,0,No,No,3977.36,0.0,2582.96,638,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-05-22,21,2023-05,2023,802,802,0,No,No,4803.98,0.0,3119.78,669,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-05-29,22,2023-05,2023,603,603,0,No,No,3611.97,0.0,2345.67,672,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-06-05,23,2023-06,2023,575,575,0,No,No,3444.25,0.0,2236.75,661,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-06-12,24,2023-06,2023,775,775,0,No,No,4642.25,0.0,3014.75,688,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-06-19,25,2023-06,2023,590,590,0,No,No,3534.1,0.0,2295.1,635,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-06-26,26,2023-06,2023,1157,565,592,Yes,Yes,3384.35,3546.08,2197.85,774,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-07-03,27,2023-07,2023,583,164,419,Yes,No,982.36,2509.81,637.96,776,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-07-10,28,2023-07,2023,650,43,607,Yes,No,257.57,3635.93,167.27,745,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-07-17,29,2023-07,2023,771,771,0,No,No,4618.29,0.0,2999.19,790,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-07-24,30,2023-07,2023,792,792,0,No,No,4744.08,0.0,3080.88,699,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-07-31,31,2023-07,2023,905,905,0,No,No,5420.95,0.0,3520.45,779,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-08-07,32,2023-08,2023,908,908,0,No,No,5438.92,0.0,3532.12,844,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-08-14,33,2023-08,2023,1037,1037,0,No,No,6211.63,0.0,4033.93,910,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-08-21,34,2023-08,2023,918,918,0,No,No,5498.82,0.0,3571.02,942,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-08-28,35,2023-08,2023,821,821,0,No,No,4917.79,0.0,3193.69,921,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-09-04,36,2023-09,2023,900,900,0,No,No,5391.0,0.0,3501.0,919,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-09-11,37,2023-09,2023,1017,1017,0,No,No,6091.83,0.0,3956.13,914,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-09-18,38,2023-09,2023,1137,1137,0,No,No,6810.63,0.0,4422.93,968,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-09-25,39,2023-09,2023,890,890,0,No,No,5331.1,0.0,3462.1,986,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-10-02,40,2023-10,2023,1879,785,1094,Yes,Yes,4702.15,6553.06,3053.65,1230,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-10-09,41,2023-10,2023,1082,348,734,Yes,No,2084.52,4396.66,1353.72,1247,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-10-16,42,2023-10,2023,1211,1211,0,No,No,7253.89,0.0,4710.79,1265,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-10-23,43,2023-10,2023,1454,1454,0,No,No,8709.46,0.0,5656.06,1406,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-10-30,44,2023-10,2023,1398,1398,0,No,No,8374.02,0.0,5438.22,1286,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-11-06,45,2023-11,2023,1255,1255,0,No,No,7517.45,0.0,4881.95,1329,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-11-13,46,2023-11,2023,1499,1499,0,No,No,8979.01,0.0,5831.11,1401,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-11-20,47,2023-11,2023,1344,1344,0,No,No,8050.56,0.0,5228.16,1374,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-11-27,48,2023-11,2023,1403,1403,0,No,No,8403.97,0.0,5457.67,1375,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-12-04,49,2023-12,2023,1450,1450,0,No,No,8685.5,0.0,5640.5,1424,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-12-11,50,2023-12,2023,1977,485,1492,Yes,Yes,2905.15,8937.08,1886.65,1543,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-12-18,51,2023-12,2023,1187,215,972,Yes,No,1287.85,5822.28,836.35,1504,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2023-12-25,52,2023-12,2023,1283,1283,0,No,No,7685.17,0.0,4990.87,1474,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-01-01,1,2024-01,2024,1509,1509,0,No,No,9038.91,0.0,5870.01,1489,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-01-08,2,2024-01,2024,1269,1269,0,No,No,7601.31,0.0,4936.41,1312,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-01-15,3,2024-01,2024,1020,1020,0,No,No,6109.8,0.0,3967.8,1270,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-01-22,4,2024-01,2024,1169,1169,0,No,No,7002.31,0.0,4547.41,1241,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-01-29,5,2024-01,2024,1100,1100,0,No,No,6589.0,0.0,4279.0,1139,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-02-05,6,2024-02,2024,1098,1098,0,No,No,6577.02,0.0,4271.22,1096,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-02-12,7,2024-02,2024,1219,1219,0,No,No,7301.81,0.0,4741.91,1146,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-02-19,8,2024-02,2024,1047,1047,0,No,No,6271.53,0.0,4072.83,1116,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-02-26,9,2024-02,2024,901,901,0,No,No,5396.99,0.0,3504.89,1066,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-03-04,10,2024-03,2024,949,949,0,No,No,5684.51,0.0,3691.61,1029,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-03-11,11,2024-03,2024,728,728,0,No,No,4360.72,0.0,2831.92,906,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-03-18,12,2024-03,2024,1262,310,952,Yes,Yes,1856.9,5702.48,1205.9,960,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-03-25,13,2024-03,2024,728,47,681,Yes,No,281.53,4079.19,182.83,916,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-04-01,14,2024-04,2024,795,795,0,No,No,4762.05,0.0,3092.55,878,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-04-08,15,2024-04,2024,891,891,0,No,No,5337.09,0.0,3465.99,919,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-04-15,16,2024-04,2024,774,774,0,No,No,4636.26,0.0,3010.86,797,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-04-22,17,2024-04,2024,627,627,0,No,No,3755.73,0.0,2439.03,771,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-04-29,18,2024-04,2024,658,658,0,No,No,3941.42,0.0,2559.62,737,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-05-06,19,2024-05,2024,762,762,0,No,No,4564.38,0.0,2964.18,705,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-05-13,20,2024-05,2024,795,795,0,No,No,4762.05,0.0,3092.55,710,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-05-20,21,2024-05,2024,693,693,0,No,No,4151.07,0.0,2695.77,727,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-05-27,22,2024-05,2024,623,623,0,No,No,3731.77,0.0,2423.47,718,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-06-03,23,2024-06,2024,699,699,0,No,No,4187.01,0.0,2719.11,702,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-06-10,24,2024-06,2024,677,677,0,No,No,4055.23,0.0,2633.53,673,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-06-17,25,2024-06,2024,667,667,0,No,No,3995.33,0.0,2594.63,666,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-06-24,26,2024-06,2024,1067,433,634,Yes,Yes,2593.67,3797.66,1684.37,777,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-07-01,27,2024-07,2024,656,171,485,Yes,No,1024.29,2905.15,665.19,766,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-07-08,28,2024-07,2024,662,250,412,Yes,No,1497.5,2467.88,972.5,763,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-07-15,29,2024-07,2024,696,696,0,No,No,4169.04,0.0,2707.44,770,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-07-22,30,2024-07,2024,782,782,0,No,No,4684.18,0.0,3041.98,699,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-07-29,31,2024-07,2024,774,774,0,No,No,4636.26,0.0,3010.86,728,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-08-05,32,2024-08,2024,932,932,0,No,No,5582.68,0.0,3625.48,796,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-08-12,33,2024-08,2024,822,822,0,No,No,4923.78,0.0,3197.58,827,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-08-19,34,2024-08,2024,964,964,0,No,No,5774.36,0.0,3749.96,873,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-08-26,35,2024-08,2024,1062,1062,0,No,No,6361.38,0.0,4131.18,945,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-09-02,36,2024-09,2024,1099,1099,0,No,No,6583.01,0.0,4275.11,986,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-09-09,37,2024-09,2024,1013,1013,0,No,No,6067.87,0.0,3940.57,1034,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-09-16,38,2024-09,2024,1276,1276,0,No,No,7643.24,0.0,4963.64,1112,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-09-23,39,2024-09,2024,1299,1299,0,No,No,7781.01,0.0,5053.11,1171,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-09-30,40,2024-09,2024,1671,560,1111,Yes,Yes,3354.4,6654.89,2178.4,1314,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-10-07,41,2024-10,2024,989,382,607,Yes,No,2288.18,3635.93,1485.98,1308,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-10-14,42,2024-10,2024,1236,1236,0,No,No,7403.64,0.0,4808.04,1298,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-10-21,43,2024-10,2024,1241,1241,0,No,No,7433.59,0.0,4827.49,1284,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-10-28,44,2024-10,2024,1213,1213,0,No,No,7265.87,0.0,4718.57,1169,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-11-04,45,2024-11,2024,1422,1422,0,No,No,8517.78,0.0,5531.58,1278,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-11-11,46,2024-11,2024,1242,1242,0,No,No,7439.58,0.0,4831.38,1279,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-11-18,47,2024-11,2024,1307,1307,0,No,No,7828.93,0.0,5084.23,1296,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-11-25,48,2024-11,2024,1111,1111,0,No,No,6654.89,0.0,4321.79,1270,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-12-02,49,2024-12,2024,1359,1359,0,No,No,8140.41,0.0,5286.51,1254,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-12-09,50,2024-12,2024,1772,806,966,Yes,Yes,4827.94,5786.34,3135.34,1387,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-12-16,51,2024-12,2024,1321,11,1310,Yes,No,65.89,7846.9,42.79,1390,5.99,2.1
NS-MIX-003,NorthSnack Trail Mix 300g,2024-12-23,52,2024-12,2024,1447,1447,0,No,No,8667.53,0.0,5628.83,1474,5.99,2.1
